provider_identifier,hospital_name,address,city,state,zip_code,county,phone_number,payment_measure_name,payment_measure_identifier,payment_category_name,denominator,payment_actual,payment_estimate_lower,payment_estimate_higher,payment_footnote,value_of_care_name,value_of_care_identifier,value_category_name,value_footnote,start_date,end_date
150128,COMMUNITY HOSPITAL SOUTH,1402 E COUNTY LINE RD S,INDIANAPOLIS,IN,46227,MARION,3178877000,Payment for heart failure patients,PAYM_30_HF,No Different than the National Average Payment,333,16537,15392,17724,NA,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Average mortality and average payment,NA,2013-07-01,2016-06-30
150128,COMMUNITY HOSPITAL SOUTH,1402 E COUNTY LINE RD S,INDIANAPOLIS,IN,46227,MARION,3178877000,Payment for hip/knee replacement patients,PAYM_90_HIP_KNEE,Less than the National Average Payment,477,20459,19813,21123,NA,Value of Care hip/knee replacement measure,COMP_PAYM_90_HIP_KNEE,Average complications and lower payment,NA,2013-04-01,2016-03-31
150128,COMMUNITY HOSPITAL SOUTH,1402 E COUNTY LINE RD S,INDIANAPOLIS,IN,46227,MARION,3178877000,Payment for pneumonia patients,PAYM_30_PN,No Different than the National Average Payment,462,17578,16637,18536,NA,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Worse mortality and average payment,NA,2013-07-01,2016-06-30
160089,OTTUMWA REGIONAL HEALTH CENTER,1001 E PENNSYLVANIA,OTTUMWA,IA,52501,WAPELLO,6416827511,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,106,24670,22152,27535,NA,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Average mortality and average payment,NA,2013-07-01,2016-06-30
160089,OTTUMWA REGIONAL HEALTH CENTER,1001 E PENNSYLVANIA,OTTUMWA,IA,52501,WAPELLO,6416827511,Payment for heart failure patients,PAYM_30_HF,No Different than the National Average Payment,155,17135,15539,18817,NA,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Average mortality and average payment,NA,2013-07-01,2016-06-30
160089,OTTUMWA REGIONAL HEALTH CENTER,1001 E PENNSYLVANIA,OTTUMWA,IA,52501,WAPELLO,6416827511,Payment for hip/knee replacement patients,PAYM_90_HIP_KNEE,Less than the National Average Payment,148,21065,19945,22300,NA,Value of Care hip/knee replacement measure,COMP_PAYM_90_HIP_KNEE,Average complications and lower payment,NA,2013-04-01,2016-03-31
160089,OTTUMWA REGIONAL HEALTH CENTER,1001 E PENNSYLVANIA,OTTUMWA,IA,52501,WAPELLO,6416827511,Payment for pneumonia patients,PAYM_30_PN,Greater than the National Average Payment,295,18290,17057,19560,NA,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Average mortality and higher payment,NA,2013-07-01,2016-06-30
161377,MERCY MEDICAL CENTER-CENTERVILLE,ONE ST JOSEPH'S DRIVE,CENTERVILLE,IA,52544,APPANOOSE,6414374111,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small, , , , ,1 - The number of cases/patients is too few to report.,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Not Available,13 - Results cannot be calculated for this reporting period.,2013-07-01,2016-06-30
161377,MERCY MEDICAL CENTER-CENTERVILLE,ONE ST JOSEPH'S DRIVE,CENTERVILLE,IA,52544,APPANOOSE,6414374111,Payment for heart failure patients,PAYM_30_HF,No Different than the National Average Payment,45,16255,14077,18799,NA,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Average mortality and average payment,NA,2013-07-01,2016-06-30
161377,MERCY MEDICAL CENTER-CENTERVILLE,ONE ST JOSEPH'S DRIVE,CENTERVILLE,IA,52544,APPANOOSE,6414374111,Payment for hip/knee replacement patients,PAYM_90_HIP_KNEE,Number of Cases Too Small, , , , ,NA,Value of Care hip/knee replacement measure,COMP_PAYM_90_HIP_KNEE,Not Available,13 - Results cannot be calculated for this reporting period.,2013-04-01,2016-03-31
161377,MERCY MEDICAL CENTER-CENTERVILLE,ONE ST JOSEPH'S DRIVE,CENTERVILLE,IA,52544,APPANOOSE,6414374111,Payment for pneumonia patients,PAYM_30_PN,No Different than the National Average Payment,60,17771,15421,20102,NA,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Average mortality and average payment,NA,2013-07-01,2016-06-30
170166,MORTON COUNTY HOSPITAL,445 N HILLTOP,ELKHART,KS,67950,MORTON,6206972141,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small, , , , ,1 - The number of cases/patients is too few to report.,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Not Available,13 - Results cannot be calculated for this reporting period.,2013-07-01,2016-06-30
170166,MORTON COUNTY HOSPITAL,445 N HILLTOP,ELKHART,KS,67950,MORTON,6206972141,Payment for heart failure patients,PAYM_30_HF,Less than the National Average Payment,44,12742,11099,14683,NA,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Average mortality and lower payment,NA,2013-07-01,2016-06-30
170166,MORTON COUNTY HOSPITAL,445 N HILLTOP,ELKHART,KS,67950,MORTON,6206972141,Payment for hip/knee replacement patients,PAYM_90_HIP_KNEE,Not Available, , , , ,5 - Results are not available for this reporting period.,Value of Care hip/knee replacement measure,COMP_PAYM_90_HIP_KNEE,Not Available,13 - Results cannot be calculated for this reporting period.,2013-04-01,2016-03-31
170166,MORTON COUNTY HOSPITAL,445 N HILLTOP,ELKHART,KS,67950,MORTON,6206972141,Payment for pneumonia patients,PAYM_30_PN,Less than the National Average Payment,74,13146,11381,14856,NA,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Average mortality and lower payment,NA,2013-07-01,2016-06-30
171303,LANE COUNTY HOSPITAL,235 WEST VINE  PO BOX 969,DIGHTON,KS,67839,LANE,6203975321,Payment for heart attack patients,PAYM_30_AMI,Not Available, , , , ,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,2013-07-01,2016-06-30
171303,LANE COUNTY HOSPITAL,235 WEST VINE  PO BOX 969,DIGHTON,KS,67839,LANE,6203975321,Payment for heart failure patients,PAYM_30_HF,Not Available, , , , ,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,2013-07-01,2016-06-30
171303,LANE COUNTY HOSPITAL,235 WEST VINE  PO BOX 969,DIGHTON,KS,67839,LANE,6203975321,Payment for hip/knee replacement patients,PAYM_90_HIP_KNEE,Not Available, , , , ,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Value of Care hip/knee replacement measure,COMP_PAYM_90_HIP_KNEE,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,2013-04-01,2016-03-31
171303,LANE COUNTY HOSPITAL,235 WEST VINE  PO BOX 969,DIGHTON,KS,67839,LANE,6203975321,Payment for pneumonia patients,PAYM_30_PN,Not Available, , , , ,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,2013-07-01,2016-06-30
171312,COMANCHE COUNTY HOSPITAL,2ND & FRISCO STREET,COLDWATER,KS,67029,COMANCHE,6205822144,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small, , , , ,1 - The number of cases/patients is too few to report.,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Not Available,13 - Results cannot be calculated for this reporting period.,2013-07-01,2016-06-30
171312,COMANCHE COUNTY HOSPITAL,2ND & FRISCO STREET,COLDWATER,KS,67029,COMANCHE,6205822144,Payment for heart failure patients,PAYM_30_HF,Number of Cases Too Small, , , , ,1 - The number of cases/patients is too few to report.,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Not Available,13 - Results cannot be calculated for this reporting period.,2013-07-01,2016-06-30
171312,COMANCHE COUNTY HOSPITAL,2ND & FRISCO STREET,COLDWATER,KS,67029,COMANCHE,6205822144,Payment for hip/knee replacement patients,PAYM_90_HIP_KNEE,Not Available, , , , ,5 - Results are not available for this reporting period.,Value of Care hip/knee replacement measure,COMP_PAYM_90_HIP_KNEE,Not Available,13 - Results cannot be calculated for this reporting period.,2013-04-01,2016-03-31
171312,COMANCHE COUNTY HOSPITAL,2ND & FRISCO STREET,COLDWATER,KS,67029,COMANCHE,6205822144,Payment for pneumonia patients,PAYM_30_PN,Greater than the National Average Payment,29,23090,19576,26630,NA,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Average mortality and higher payment,NA,2013-07-01,2016-06-30
171318,SEDAN CITY HOSPITAL,300 NORTH STREET,SEDAN,KS,67361,CHAUTAUQUA,6207253115,Payment for heart attack patients,PAYM_30_AMI,Not Available, , , , ,7 - No cases met the criteria for this measure.,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Not Available,13 - Results cannot be calculated for this reporting period.,2013-07-01,2016-06-30
171318,SEDAN CITY HOSPITAL,300 NORTH STREET,SEDAN,KS,67361,CHAUTAUQUA,6207253115,Payment for heart failure patients,PAYM_30_HF,Number of Cases Too Small, , , , ,1 - The number of cases/patients is too few to report.,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Not Available,13 - Results cannot be calculated for this reporting period.,2013-07-01,2016-06-30
171318,SEDAN CITY HOSPITAL,300 NORTH STREET,SEDAN,KS,67361,CHAUTAUQUA,6207253115,Payment for hip/knee replacement patients,PAYM_90_HIP_KNEE,Not Available, , , , ,5 - Results are not available for this reporting period.,Value of Care hip/knee replacement measure,COMP_PAYM_90_HIP_KNEE,Not Available,13 - Results cannot be calculated for this reporting period.,2013-04-01,2016-03-31
171318,SEDAN CITY HOSPITAL,300 NORTH STREET,SEDAN,KS,67361,CHAUTAUQUA,6207253115,Payment for pneumonia patients,PAYM_30_PN,Greater than the National Average Payment,39,20281,17319,23241,NA,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Average mortality and higher payment,NA,2013-07-01,2016-06-30
171322,HAMILTON COUNTY HOSPITAL,700 NORTH HUSER,SYRACUSE,KS,67878,HAMILTON,6203847461,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small, , , , ,1 - The number of cases/patients is too few to report.,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Not Available,13 - Results cannot be calculated for this reporting period.,2013-07-01,2016-06-30
171322,HAMILTON COUNTY HOSPITAL,700 NORTH HUSER,SYRACUSE,KS,67878,HAMILTON,6203847461,Payment for heart failure patients,PAYM_30_HF,Number of Cases Too Small, , , , ,1 - The number of cases/patients is too few to report.,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Not Available,13 - Results cannot be calculated for this reporting period.,2013-07-01,2016-06-30
171322,HAMILTON COUNTY HOSPITAL,700 NORTH HUSER,SYRACUSE,KS,67878,HAMILTON,6203847461,Payment for hip/knee replacement patients,PAYM_90_HIP_KNEE,Not Available, , , , ,5 - Results are not available for this reporting period.,Value of Care hip/knee replacement measure,COMP_PAYM_90_HIP_KNEE,Not Available,13 - Results cannot be calculated for this reporting period.,2013-04-01,2016-03-31
171322,HAMILTON COUNTY HOSPITAL,700 NORTH HUSER,SYRACUSE,KS,67878,HAMILTON,6203847461,Payment for pneumonia patients,PAYM_30_PN,Number of Cases Too Small, , , , ,1 - The number of cases/patients is too few to report.,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Not Available,13 - Results cannot be calculated for this reporting period.,2013-07-01,2016-06-30
171324,SATANTA DISTRICT HOSPITAL,CHEYENNE & APACHE,SATANTA,KS,67870,HASKELL,6206492761,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small, , , , ,1 - The number of cases/patients is too few to report.,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Not Available,13 - Results cannot be calculated for this reporting period.,2013-07-01,2016-06-30
171324,SATANTA DISTRICT HOSPITAL,CHEYENNE & APACHE,SATANTA,KS,67870,HASKELL,6206492761,Payment for heart failure patients,PAYM_30_HF,Number of Cases Too Small, , , , ,1 - The number of cases/patients is too few to report.,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Not Available,13 - Results cannot be calculated for this reporting period.,2013-07-01,2016-06-30
171324,SATANTA DISTRICT HOSPITAL,CHEYENNE & APACHE,SATANTA,KS,67870,HASKELL,6206492761,Payment for hip/knee replacement patients,PAYM_90_HIP_KNEE,Not Available, , , , ,5 - Results are not available for this reporting period.,Value of Care hip/knee replacement measure,COMP_PAYM_90_HIP_KNEE,Not Available,13 - Results cannot be calculated for this reporting period.,2013-04-01,2016-03-31
171324,SATANTA DISTRICT HOSPITAL,CHEYENNE & APACHE,SATANTA,KS,67870,HASKELL,6206492761,Payment for pneumonia patients,PAYM_30_PN,No Different than the National Average Payment,47,18474,15793,21153,NA,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Average mortality and average payment,NA,2013-07-01,2016-06-30
171338,SABETHA COMMUNITY HOSPITAL,14TH & OREGON,SABETHA,KS,66534,NEMAHA,7852842121,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small, , , , ,1 - The number of cases/patients is too few to report.,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Not Available,13 - Results cannot be calculated for this reporting period.,2013-07-01,2016-06-30
171338,SABETHA COMMUNITY HOSPITAL,14TH & OREGON,SABETHA,KS,66534,NEMAHA,7852842121,Payment for heart failure patients,PAYM_30_HF,Number of Cases Too Small, , , , ,1 - The number of cases/patients is too few to report.,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Not Available,13 - Results cannot be calculated for this reporting period.,2013-07-01,2016-06-30
171338,SABETHA COMMUNITY HOSPITAL,14TH & OREGON,SABETHA,KS,66534,NEMAHA,7852842121,Payment for hip/knee replacement patients,PAYM_90_HIP_KNEE,Not Available, , , , ,5 - Results are not available for this reporting period.,Value of Care hip/knee replacement measure,COMP_PAYM_90_HIP_KNEE,Not Available,13 - Results cannot be calculated for this reporting period.,2013-04-01,2016-03-31
171338,SABETHA COMMUNITY HOSPITAL,14TH & OREGON,SABETHA,KS,66534,NEMAHA,7852842121,Payment for pneumonia patients,PAYM_30_PN,No Different than the National Average Payment,38,17223,14310,19945,NA,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Average mortality and average payment,NA,2013-07-01,2016-06-30
171344,WILSON MEDICAL CENTER,REECE CAMPUS 2600 OTTAWA ROAD,NEODESHA,KS,66757,WILSON,6203258369,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small, , , , ,1 - The number of cases/patients is too few to report.,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Not Available,13 - Results cannot be calculated for this reporting period.,2013-07-01,2016-06-30
171344,WILSON MEDICAL CENTER,REECE CAMPUS 2600 OTTAWA ROAD,NEODESHA,KS,66757,WILSON,6203258369,Payment for heart failure patients,PAYM_30_HF,Number of Cases Too Small, , , , ,1 - The number of cases/patients is too few to report.,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Not Available,13 - Results cannot be calculated for this reporting period.,2013-07-01,2016-06-30
171344,WILSON MEDICAL CENTER,REECE CAMPUS 2600 OTTAWA ROAD,NEODESHA,KS,66757,WILSON,6203258369,Payment for hip/knee replacement patients,PAYM_90_HIP_KNEE,Not Available, , , , ,5 - Results are not available for this reporting period.,Value of Care hip/knee replacement measure,COMP_PAYM_90_HIP_KNEE,Not Available,13 - Results cannot be calculated for this reporting period.,2013-04-01,2016-03-31
171344,WILSON MEDICAL CENTER,REECE CAMPUS 2600 OTTAWA ROAD,NEODESHA,KS,66757,WILSON,6203258369,Payment for pneumonia patients,PAYM_30_PN,Greater than the National Average Payment,50,19893,17179,22398,NA,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Average mortality and higher payment,NA,2013-07-01,2016-06-30
171356,ST LUKE HOSPITAL & LIVING CENTER,535 SOUTH FREEBRON,MARION,KS,66861,MARION,6203822177,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small, , , , ,1 - The number of cases/patients is too few to report.,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Not Available,13 - Results cannot be calculated for this reporting period.,2013-07-01,2016-06-30
171356,ST LUKE HOSPITAL & LIVING CENTER,535 SOUTH FREEBRON,MARION,KS,66861,MARION,6203822177,Payment for heart failure patients,PAYM_30_HF,Number of Cases Too Small, , , , ,1 - The number of cases/patients is too few to report.,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Not Available,13 - Results cannot be calculated for this reporting period.,2013-07-01,2016-06-30
171356,ST LUKE HOSPITAL & LIVING CENTER,535 SOUTH FREEBRON,MARION,KS,66861,MARION,6203822177,Payment for hip/knee replacement patients,PAYM_90_HIP_KNEE,Not Available, , , , ,5 - Results are not available for this reporting period.,Value of Care hip/knee replacement measure,COMP_PAYM_90_HIP_KNEE,Not Available,13 - Results cannot be calculated for this reporting period.,2013-04-01,2016-03-31
171356,ST LUKE HOSPITAL & LIVING CENTER,535 SOUTH FREEBRON,MARION,KS,66861,MARION,6203822177,Payment for pneumonia patients,PAYM_30_PN,Number of Cases Too Small, , , , ,1 - The number of cases/patients is too few to report.,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Not Available,13 - Results cannot be calculated for this reporting period.,2013-07-01,2016-06-30
171373,ALLEN COUNTY REGIONAL HOSPITAL,3066 NORTH KENTUCKY STREET,IOLA,KS,66749,ALLEN,6203651021,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small, , , , ,1 - The number of cases/patients is too few to report.,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Not Available,13 - Results cannot be calculated for this reporting period.,2013-07-01,2016-06-30
171373,ALLEN COUNTY REGIONAL HOSPITAL,3066 NORTH KENTUCKY STREET,IOLA,KS,66749,ALLEN,6203651021,Payment for heart failure patients,PAYM_30_HF,No Different than the National Average Payment,54,17160,14955,19658,NA,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Worse mortality and average payment,NA,2013-07-01,2016-06-30
